"Position","Name","Salary","GameInfo","Score","teamAbbrev"
"RB","Corey Grant",3300,"CIN@JAX 11/05/2017 01:00PM ET",2.514,"JAX"
"WR","Adam Humphries",3300,"TB@NO 11/05/2017 01:00PM ET",8.243,"TB"
"WR","Roger Lewis",3300,"LAR@NYG 11/05/2017 01:00PM ET",4.129,"NYG"
"DST","Eagles ",3300,"DEN@PHI 11/05/2017 01:00PM ET",9.750,"PHI"
"WR","Torrey Smith",3300,"DEN@PHI 11/05/2017 01:00PM ET",5.088,"PHI"
"WR","J.J. Nelson",3300,"ARI@SF 11/05/2017 04:05PM ET",9.600,"ARI"
"RB","Thomas Rawls",3300,"WAS@SEA 11/05/2017 04:05PM ET",2.200,"SEA"
"WR","Terrance Williams",3300,"KC@DAL 11/05/2017 04:25PM ET",6.086,"DAL"
"WR","Leonte Carroo",3300,"OAK@MIA 11/05/2017 08:30PM ET",1.986,"MIA"
"WR","Jeff Janis",3300,"DET@GB 11/06/2017 08:30PM ET",0.000,"GB"
"DST","Jets ",3200,"BUF@NYJ 11/02/2017 08:25PM ET",5.125,"NYJ"
"WR","Andre Roberts",3200,"ATL@CAR 11/05/2017 01:00PM ET",0.314,"ATL"
"WR","Donte Moncrief",3200,"IND@HOU 11/05/2017 01:00PM ET",6.388,"IND"
"RB","Shane Vereen",3200,"LAR@NYG 11/05/2017 01:00PM ET",6.129,"NYG"
"RB","Paul Perkins",3200,"LAR@NYG 11/05/2017 01:00PM ET",4.150,"NYG"
"WR","Travis Rudolph",3200,"LAR@NYG 11/05/2017 01:00PM ET",3.100,"NYG"
"DST","49ers ",3200,"ARI@SF 11/05/2017 04:05PM ET",4.000,"SF"
"TE","George Kittle",3200,"ARI@SF 11/05/2017 04:05PM ET",6.875,"SF"
"RB","Eddie Lacy",3200,"WAS@SEA 11/05/2017 04:05PM ET",2.920,"SEA"
"RB","J.D. McKissic",3200,"WAS@SEA 11/05/2017 04:05PM ET",8.400,"SEA"
"WR","Brice Butler",3200,"KC@DAL 11/05/2017 04:25PM ET",5.814,"DAL"
"RB","Rod Smith",3200,"KC@DAL 11/05/2017 04:25PM ET",1.600,"DAL"
"WR","Demarcus Robinson",3200,"KC@DAL 11/05/2017 04:25PM ET",2.688,"KC"
"DST","Bills ",3100,"BUF@NYJ 11/02/2017 08:25PM ET",10.143,"BUF"
"WR","Andre Holmes",3100,"BUF@NYJ 11/02/2017 08:25PM ET",5.529,"BUF"
"TE","Nick O'Leary",3100,"BUF@NYJ 11/02/2017 08:25PM ET",3.857,"BUF"
"TE","Ed Dickson",3100,"ATL@CAR 11/05/2017 01:00PM ET",7.488,"CAR"
"WR","Russell Shepard",3100,"ATL@CAR 11/05/2017 01:00PM ET",3.788,"CAR"
"WR","Curtis Samuel",3100,"ATL@CAR 11/05/2017 01:00PM ET",2.386,"CAR"
"RB","Jeremy Hill",3100,"CIN@JAX 11/05/2017 01:00PM ET",2.457,"CIN"
"DST","Rams ",3100,"LAR@NYG 11/05/2017 01:00PM ET",12.286,"LAR"
"WR","Tavarres King",3100,"LAR@NYG 11/05/2017 01:00PM ET",1.000,"NYG"
"WR","Tavon Austin",3100,"LAR@NYG 11/05/2017 01:00PM ET",3.986,"LAR"
"RB","Kenjon Barner",3100,"DEN@PHI 11/05/2017 01:00PM ET",1.680,"PHI"
"WR","Michael Campanaro",3100,"BAL@TEN 11/05/2017 01:00PM ET",4.343,"BAL"
"WR","Taywan Taylor",3100,"BAL@TEN 11/05/2017 01:00PM ET",5.200,"TEN"
"DST","Raiders ",3100,"OAK@MIA 11/05/2017 08:30PM ET",3.000,"OAK"
"WR","Jakeem Grant",3100,"OAK@MIA 11/05/2017 08:30PM ET",0.643,"MIA"
"WR","Brandon Tate",3000,"BUF@NYJ 11/02/2017 08:25PM ET",2.780,"BUF"
"RB","Taiwan Jones",3000,"BUF@NYJ 11/02/2017 08:25PM ET",0.300,"BUF"
"RB","Patrick DiMarco",3000,"BUF@NYJ 11/02/2017 08:25PM ET",0.186,"BUF"
"WR","Walter Powell",3000,"BUF@NYJ 11/02/2017 08:25PM ET",0,"BUF"
"RB","Lawrence Thomas",3000,"BUF@NYJ 11/02/2017 08:25PM ET",1.014,"NYJ"
"WR","Jalin Marshall",3000,"BUF@NYJ 11/02/2017 08:25PM ET",0,"NYJ"
"WR","Lucky Whitehead",3000,"BUF@NYJ 11/02/2017 08:25PM ET",0,"NYJ"
"WR","ArDarius Stewart",3000,"BUF@NYJ 11/02/2017 08:25PM ET",1.343,"NYJ"
"WR","Chad Hansen",3000,"BUF@NYJ 11/02/2017 08:25PM ET",0.000,"NYJ"
"RB","Fozzy Whittaker",3000,"ATL@CAR 11/05/2017 01:00PM ET",2.233,"CAR"
"RB","Derrick Coleman",3000,"ATL@CAR 11/05/2017 01:00PM ET",0.300,"ATL"
"WR","Nick Williams",3000,"ATL@CAR 11/05/2017 01:00PM ET",6.000,"ATL"
"WR","Kaelin Clay",3000,"ATL@CAR 11/05/2017 01:00PM ET",0.760,"CAR"
"RB","Terron Ward",3000,"ATL@CAR 11/05/2017 01:00PM ET",0.000,"ATL"
"WR","Damiere Byrd",3000,"ATL@CAR 11/05/2017 01:00PM ET",0.300,"CAR"
"WR","Marvin Hall",3000,"ATL@CAR 11/05/2017 01:00PM ET",5.500,"ATL"
"RB","Cameron Artis-Payne",3000,"ATL@CAR 11/05/2017 01:00PM ET",0.400,"CAR"
"RB","Alex Armah",3000,"ATL@CAR 11/05/2017 01:00PM ET",0.000,"CAR"
"WR","Kamar Aiken",3000,"IND@HOU 11/05/2017 01:00PM ET",3.388,"IND"
"RB","George Winn",3000,"IND@HOU 11/05/2017 01:00PM ET",0,"IND"
"RB","Jordan Todman",3000,"IND@HOU 11/05/2017 01:00PM ET",0.000,"HOU"
"TE","Ryan Griffin",3000,"IND@HOU 11/05/2017 01:00PM ET",6.133,"HOU"
"RB","Jay Prosch",3000,"IND@HOU 11/05/2017 01:00PM ET",0.400,"HOU"
"TE","C.J. Fiedorowicz",3000,"IND@HOU 11/05/2017 01:00PM ET",8.600,"HOU"
"WR","Quan Bray",3000,"IND@HOU 11/05/2017 01:00PM ET",0.863,"IND"
"WR","Braxton Miller",3000,"IND@HOU 11/05/2017 01:00PM ET",2.600,"HOU"
"WR","Bruce Ellington",3000,"IND@HOU 11/05/2017 01:00PM ET",6.000,"HOU"
"RB","Josh Ferguson",3000,"IND@HOU 11/05/2017 01:00PM ET",0.250,"IND"
"RB","Matt Jones",3000,"IND@HOU 11/05/2017 01:00PM ET",0.467,"IND"
"WR","Chester Rogers",3000,"IND@HOU 11/05/2017 01:00PM ET",2.333,"IND"
"WR","Chris Thompson",3000,"IND@HOU 11/05/2017 01:00PM ET",0.725,"HOU"
"WR","Arrelious Benn",3000,"CIN@JAX 11/05/2017 01:00PM ET",0.314,"JAX"
"RB","Tommy Bohanon",3000,"CIN@JAX 11/05/2017 01:00PM ET",2.100,"JAX"
"RB","Tra Carson",3000,"CIN@JAX 11/05/2017 01:00PM ET",0,"CIN"
"WR","Alex Erickson",3000,"CIN@JAX 11/05/2017 01:00PM ET",2.229,"CIN"
"WR","Cody Core",3000,"CIN@JAX 11/05/2017 01:00PM ET",0.000,"CIN"
"WR","Jaydon Mickens",3000,"CIN@JAX 11/05/2017 01:00PM ET",0.000,"JAX"
"WR","Jaelen Strong",3000,"CIN@JAX 11/05/2017 01:00PM ET",0.000,"JAX"
"WR","Tyler Boyd",3000,"CIN@JAX 11/05/2017 01:00PM ET",2.575,"CIN"
"WR","John Ross",3000,"CIN@JAX 11/05/2017 01:00PM ET",0.100,"CIN"
"WR","Keelan Cole",3000,"CIN@JAX 11/05/2017 01:00PM ET",2.729,"JAX"
"WR","Josh Malone",3000,"CIN@JAX 11/05/2017 01:00PM ET",5.750,"CIN"
"RB","Zach Line",3000,"TB@NO 11/05/2017 01:00PM ET",0.000,"NO"
"WR","Bernard Reedy",3000,"TB@NO 11/05/2017 01:00PM ET",0.471,"TB"
"RB","Daniel Lasco II",3000,"TB@NO 11/05/2017 01:00PM ET",0.000,"NO"
"WR","Tommylee Lewis",3000,"TB@NO 11/05/2017 01:00PM ET",2.700,"NO"
"RB","Trey Edmunds",3000,"TB@NO 11/05/2017 01:00PM ET",0.000,"NO"
"WR","Austin Carr",3000,"TB@NO 11/05/2017 01:00PM ET",0.000,"NO"
"RB","Peyton Barber",3000,"TB@NO 11/05/2017 01:00PM ET",0.700,"TB"
"WR","Chris Godwin",3000,"TB@NO 11/05/2017 01:00PM ET",2.057,"TB"
"DST","Giants ",3000,"LAR@NYG 11/05/2017 01:00PM ET",6.000,"NYG"
"RB","Lance Dunbar",3000,"LAR@NYG 11/05/2017 01:00PM ET",0,"LAR"
"WR","Ed Eagan",3000,"LAR@NYG 11/05/2017 01:00PM ET",0.000,"NYG"
"RB","Justin Davis",3000,"LAR@NYG 11/05/2017 01:00PM ET",0.050,"LAR"
"WR","Pharoh Cooper",3000,"LAR@NYG 11/05/2017 01:00PM ET",1.514,"LAR"
"WR","Josh Reynolds",3000,"LAR@NYG 11/05/2017 01:00PM ET",0.543,"LAR"
"WR","Michael Thomas",3000,"LAR@NYG 11/05/2017 01:00PM ET",0.000,"LAR"
"WR","Jordan Taylor",3000,"DEN@PHI 11/05/2017 01:00PM ET",2.275,"DEN"
"WR","Cody Latimer",3000,"DEN@PHI 11/05/2017 01:00PM ET",1.925,"DEN"
"RB","Andy Janovich",3000,"DEN@PHI 11/05/2017 01:00PM ET",0.557,"DEN"
"WR","Marcus Johnson",3000,"DEN@PHI 11/05/2017 01:00PM ET",0.600,"PHI"
"WR","Mack Hollins",3000,"DEN@PHI 11/05/2017 01:00PM ET",3.800,"PHI"
"WR","Shelton Gibson",3000,"DEN@PHI 11/05/2017 01:00PM ET",0.000,"PHI"
"WR","Isaiah McKenzie",3000,"DEN@PHI 11/05/2017 01:00PM ET",0.067,"DEN"
"WR","Eric Weems",3000,"BAL@TEN 11/05/2017 01:00PM ET",0.214,"TEN"
"RB","Bobby Rainey",3000,"BAL@TEN 11/05/2017 01:00PM ET",3.967,"BAL"
"WR","Griff Whalen",3000,"BAL@TEN 11/05/2017 01:00PM ET",3.150,"BAL"
"WR","Chris Matthews",3000,"BAL@TEN 11/05/2017 01:00PM ET",0.917,"BAL"
"RB","Jalston Fowler",3000,"BAL@TEN 11/05/2017 01:00PM ET",0.900,"TEN"
"RB","David Fluellen",3000,"BAL@TEN 11/05/2017 01:00PM ET",0.300,"TEN"
"WR","Darius Jennings",3000,"BAL@TEN 11/05/2017 01:00PM ET",0,"TEN"
"WR","Chris Moore",3000,"BAL@TEN 11/05/2017 01:00PM ET",4.900,"BAL"
"WR","Breshad Perriman",3000,"BAL@TEN 11/05/2017 01:00PM ET",0.943,"BAL"
"RB","Kyle Juszczyk",3000,"ARI@SF 11/05/2017 04:05PM ET",4.050,"SF"
"RB","Raheem Mostert",3000,"ARI@SF 11/05/2017 04:05PM ET",0.250,"SF"
"RB","Elijhaa Penny",3000,"ARI@SF 11/05/2017 04:05PM ET",0.243,"ARI"
"WR","Brittan Golden",3000,"ARI@SF 11/05/2017 04:05PM ET",1.714,"ARI"
"RB","D.J. Foster",3000,"ARI@SF 11/05/2017 04:05PM ET",0,"ARI"
"RB","T.J. Logan",3000,"ARI@SF 11/05/2017 04:05PM ET",0,"ARI"
"WR","Trent Taylor",3000,"ARI@SF 11/05/2017 04:05PM ET",5.650,"SF"
"WR","Victor Bolden Jr.",3000,"ARI@SF 11/05/2017 04:05PM ET",0.000,"SF"
"WR","Kendrick Bourne",3000,"ARI@SF 11/05/2017 04:05PM ET",0.000,"SF"
"WR","Chad Williams",3000,"ARI@SF 11/05/2017 04:05PM ET",2.150,"ARI"
"WR","Brian Quick",3000,"WAS@SEA 11/05/2017 04:05PM ET",0.420,"WAS"
"RB","Tre Madden",3000,"WAS@SEA 11/05/2017 04:05PM ET",1.214,"SEA"
"WR","Tanner McEvoy",3000,"WAS@SEA 11/05/2017 04:05PM ET",0.757,"SEA"
"WR","Amara Darboh",3000,"WAS@SEA 11/05/2017 04:05PM ET",1.500,"SEA"
"RB","Anthony Sherman",3000,"KC@DAL 11/05/2017 04:25PM ET",0.263,"KC"
"RB","Keith Smith",3000,"KC@DAL 11/05/2017 04:25PM ET",0.429,"DAL"
"RB","Akeem Hunt",3000,"KC@DAL 11/05/2017 04:25PM ET",0.200,"KC"
"WR","De'Anthony Thomas",3000,"KC@DAL 11/05/2017 04:25PM ET",3.488,"KC"
"WR","Jehu Chesson",3000,"KC@DAL 11/05/2017 04:25PM ET",0.000,"KC"
"WR","Ryan Switzer",3000,"KC@DAL 11/05/2017 04:25PM ET",0.400,"DAL"
"WR","Noah Brown",3000,"KC@DAL 11/05/2017 04:25PM ET",0.460,"DAL"
"RB","Jamize Olawale",3000,"OAK@MIA 11/05/2017 08:30PM ET",2.220,"OAK"
"RB","Elijah Hood",3000,"OAK@MIA 11/05/2017 08:30PM ET",0.000,"OAK"
"WR","Seth Roberts",3000,"OAK@MIA 11/05/2017 08:30PM ET",5.314,"OAK"
"WR","Cordarrelle Patterson",3000,"OAK@MIA 11/05/2017 08:30PM ET",5.663,"OAK"
"WR","Johnny Holton",3000,"OAK@MIA 11/05/2017 08:30PM ET",1.675,"OAK"
"RB","Senorise Perry",3000,"OAK@MIA 11/05/2017 08:30PM ET",0.000,"MIA"
"WR","Rashawn Scott",3000,"OAK@MIA 11/05/2017 08:30PM ET",0,"MIA"
"WR","Isaiah Ford",3000,"OAK@MIA 11/05/2017 08:30PM ET",0,"MIA"
"RB","Tion Green",3000,"DET@GB 11/06/2017 08:30PM ET",0,"DET"
"WR","Jared Abbrederis",3000,"DET@GB 11/06/2017 08:30PM ET",1.480,"DET"
"WR","Jace Billingsley",3000,"DET@GB 11/06/2017 08:30PM ET",0.000,"DET"
"DST","Lions ",3000,"DET@GB 11/06/2017 08:30PM ET",11.857,"DET"
"RB","Devante Mays",3000,"DET@GB 11/06/2017 08:30PM ET",0.000,"GB"
"RB","Aaron Ripkowski",3000,"DET@GB 11/06/2017 08:30PM ET",0.629,"GB"
"WR","Trevor Davis",3000,"DET@GB 11/06/2017 08:30PM ET",0.271,"GB"
"TE","Martellus Bennett",3000,"DET@GB 11/06/2017 08:30PM ET",6.757,"GB"
"TE","A.J. Derby",2900,"DEN@PHI 11/05/2017 01:00PM ET",7.014,"DEN"
"DST","Ravens ",2900,"BAL@TEN 11/05/2017 01:00PM ET",13.000,"BAL"
"TE","Eric Ebron",2900,"DET@GB 11/06/2017 08:30PM ET",5.286,"DET"
"TE","Stephen Anderson",2800,"IND@HOU 11/05/2017 01:00PM ET",4.117,"HOU"
"DST","Bengals ",2800,"CIN@JAX 11/05/2017 01:00PM ET",7.857,"CIN"
"TE","Tyler Higbee",2800,"LAR@NYG 11/05/2017 01:00PM ET",4.557,"LAR"
"DST","Packers ",2800,"DET@GB 11/06/2017 08:30PM ET",7.143,"GB"
"DST","Panthers ",2700,"ATL@CAR 11/05/2017 01:00PM ET",8.500,"CAR"
"TE","Coby Fleener",2700,"TB@NO 11/05/2017 01:00PM ET",5.857,"NO"
"TE","O.J. Howard",2700,"TB@NO 11/05/2017 01:00PM ET",7.586,"TB"
"TE","Benjamin Watson",2700,"BAL@TEN 11/05/2017 01:00PM ET",8.125,"BAL"
"TE","Logan Thomas",2600,"BUF@NYJ 11/02/2017 08:25PM ET",1.743,"BUF"
"DST","Falcons ",2600,"ATL@CAR 11/05/2017 01:00PM ET",5.143,"ATL"
"TE","Marcedes Lewis",2600,"CIN@JAX 11/05/2017 01:00PM ET",5.929,"JAX"
"TE","Gerald Everett",2600,"LAR@NYG 11/05/2017 01:00PM ET",4.057,"LAR"
"DST","Broncos ",2600,"DEN@PHI 11/05/2017 01:00PM ET",6.429,"DEN"
"TE","Niles Paul",2600,"WAS@SEA 11/05/2017 04:05PM ET",0.686,"WAS"
"TE","Julius Thomas",2600,"OAK@MIA 11/05/2017 08:30PM ET",4.829,"MIA"
"TE","Eric Tomlinson",2500,"BUF@NYJ 11/02/2017 08:25PM ET",3.583,"NYJ"
"TE","Neal Sterling",2500,"BUF@NYJ 11/02/2017 08:25PM ET",0.600,"NYJ"
"TE","Jordan Leggett",2500,"BUF@NYJ 11/02/2017 08:25PM ET",0.000,"NYJ"
"TE","Khari Lee",2500,"BUF@NYJ 11/02/2017 08:25PM ET",0.000,"BUF"
"TE","Levine Toilolo",2500,"ATL@CAR 11/05/2017 01:00PM ET",1.300,"ATL"
"TE","Chris Manhertz",2500,"ATL@CAR 11/05/2017 01:00PM ET",0.263,"CAR"
"TE","Eric Saubert",2500,"ATL@CAR 11/05/2017 01:00PM ET",0.000,"ATL"
"TE","Brandon Williams",2500,"IND@HOU 11/05/2017 01:00PM ET",1.900,"IND"
"TE","Erik Swoope",2500,"IND@HOU 11/05/2017 01:00PM ET",0,"IND"
"TE","Darrell Daniels",2500,"IND@HOU 11/05/2017 01:00PM ET",0.700,"IND"
"TE","Clark Harris",2500,"CIN@JAX 11/05/2017 01:00PM ET",0.000,"CIN"
"TE","Ryan Hewitt",2500,"CIN@JAX 11/05/2017 01:00PM ET",0.650,"CIN"
"TE","James O'Shaughnessy",2500,"CIN@JAX 11/05/2017 01:00PM ET",1.157,"JAX"
"TE","C.J. Uzomah",2500,"CIN@JAX 11/05/2017 01:00PM ET",1.380,"CIN"
"TE","Ben Koyack",2500,"CIN@JAX 11/05/2017 01:00PM ET",0.686,"JAX"
"TE","Cethan Carter",2500,"CIN@JAX 11/05/2017 01:00PM ET",0.000,"CIN"
"TE","Michael Hoomanawanui",2500,"TB@NO 11/05/2017 01:00PM ET",2.114,"NO"
"TE","Luke Stocker",2500,"TB@NO 11/05/2017 01:00PM ET",0.214,"TB"
"TE","Josh Hill",2500,"TB@NO 11/05/2017 01:00PM ET",1.871,"NO"
"TE","Antony Auclair",2500,"TB@NO 11/05/2017 01:00PM ET",0.000,"TB"
"TE","Rhett Ellison",2500,"LAR@NYG 11/05/2017 01:00PM ET",2.429,"NYG"
"TE","Matt LaCosse",2500,"LAR@NYG 11/05/2017 01:00PM ET",0.000,"NYG"
"TE","Derek Carrier",2500,"LAR@NYG 11/05/2017 01:00PM ET",0.971,"LAR"
"TE","Jerell Adams",2500,"LAR@NYG 11/05/2017 01:00PM ET",1.214,"NYG"
"TE","Brent Celek",2500,"DEN@PHI 11/05/2017 01:00PM ET",0.913,"PHI"
"TE","Virgil Green",2500,"DEN@PHI 11/05/2017 01:00PM ET",3.857,"DEN"
"TE","Trey Burton",2500,"DEN@PHI 11/05/2017 01:00PM ET",2.750,"PHI"
"TE","Jeff Heuerman",2500,"DEN@PHI 11/05/2017 01:00PM ET",2.571,"DEN"
"TE","Jake Butt",2500,"DEN@PHI 11/05/2017 01:00PM ET",0,"DEN"
"TE","Beau Brinkley",2500,"BAL@TEN 11/05/2017 01:00PM ET",0.000,"TEN"
"TE","Gavin Escobar",2500,"BAL@TEN 11/05/2017 01:00PM ET",0.000,"BAL"
"TE","Nick Boyle",2500,"BAL@TEN 11/05/2017 01:00PM ET",4.225,"BAL"
"TE","Phillip Supernaw",2500,"BAL@TEN 11/05/2017 01:00PM ET",1.557,"TEN"
"TE","Maxx Williams",2500,"BAL@TEN 11/05/2017 01:00PM ET",2.800,"BAL"
"TE","Vince Mayle",2500,"BAL@TEN 11/05/2017 01:00PM ET",0.775,"BAL"
"TE","Kyle Nelson",2500,"ARI@SF 11/05/2017 04:05PM ET",0.000,"SF"
"TE","Jermaine Gresham",2500,"ARI@SF 11/05/2017 04:05PM ET",4.833,"ARI"
"TE","Ifeanyi Momah",2500,"ARI@SF 11/05/2017 04:05PM ET",0.800,"ARI"
"TE","Garrett Celek",2500,"ARI@SF 11/05/2017 04:05PM ET",2.263,"SF"
"TE","Troy Niklas",2500,"ARI@SF 11/05/2017 04:05PM ET",2.086,"ARI"
"TE","Cole Hikutini",2500,"ARI@SF 11/05/2017 04:05PM ET",1.167,"SF"
"TE","Ricky Seals-Jones",2500,"ARI@SF 11/05/2017 04:05PM ET",0.000,"ARI"
"TE","Luke Willson",2500,"WAS@SEA 11/05/2017 04:05PM ET",4.243,"SEA"
"TE","Tyler Ott",2500,"WAS@SEA 11/05/2017 04:05PM ET",0.000,"SEA"
"TE","Nick Vannett",2500,"WAS@SEA 11/05/2017 04:05PM ET",1.186,"SEA"
"TE","Jeremy Sprinkle",2500,"WAS@SEA 11/05/2017 04:05PM ET",0.000,"WAS"
"DST","Chiefs ",2500,"KC@DAL 11/05/2017 04:25PM ET",8.750,"KC"
"TE","James Hanna",2500,"KC@DAL 11/05/2017 04:25PM ET",1.400,"DAL"
"TE","James Winchester",2500,"KC@DAL 11/05/2017 04:25PM ET",0.000,"KC"
"TE","Ross Travis",2500,"KC@DAL 11/05/2017 04:25PM ET",0.738,"KC"
"TE","Demetrius Harris",2500,"KC@DAL 11/05/2017 04:25PM ET",2.275,"KC"
"TE","Rico Gathers",2500,"KC@DAL 11/05/2017 04:25PM ET",0,"DAL"
"TE","Blake Jarwin",2500,"KC@DAL 11/05/2017 04:25PM ET",0,"DAL"
"TE","Geoff Swaim",2500,"KC@DAL 11/05/2017 04:25PM ET",0.643,"DAL"
"TE","Lee Smith",2500,"OAK@MIA 11/05/2017 08:30PM ET",1.063,"OAK"
"TE","Clive Walford",2500,"OAK@MIA 11/05/2017 08:30PM ET",0.325,"OAK"
"TE","Anthony Fasano",2500,"OAK@MIA 11/05/2017 08:30PM ET",2.086,"MIA"
"TE","MarQueis Gray",2500,"OAK@MIA 11/05/2017 08:30PM ET",0.000,"MIA"
"DST","Dolphins ",2500,"OAK@MIA 11/05/2017 08:30PM ET",5.857,"MIA"
"TE","Darren Fells",2500,"DET@GB 11/06/2017 08:30PM ET",5.757,"DET"
"TE","Michael Roberts",2500,"DET@GB 11/06/2017 08:30PM ET",0.357,"DET"
"TE","Lance Kendricks",2500,"DET@GB 11/06/2017 08:30PM ET",3.057,"GB"
"TE","Richard Rodgers",2500,"DET@GB 11/06/2017 08:30PM ET",0.971,"GB"
"DST","Redskins ",2400,"WAS@SEA 11/05/2017 04:05PM ET",7.143,"WAS"
"DST","Cowboys ",2300,"KC@DAL 11/05/2017 04:25PM ET",8.143,"DAL"
"DST","Buccaneers ",2100,"TB@NO 11/05/2017 01:00PM ET",5.571,"TB"
"DST","Colts ",2000,"IND@HOU 11/05/2017 01:00PM ET",6.250,"IND"
